cores,config,transport,dump,scp_s,filter,restore,exec
2,vanilla,0,0,0,0,.001300196,0
2,5+1+1+1,tcp,.128366633,2.786658197,.099235291,2.408648168,11.023273
2,5+1+1+1,rdma,.128366633,2.786658197,.097098778,4.252160519,17.818974
2,2+2+2+2,tcp,.128366633,2.786658197,.097476917,1.340591311,4.474692
2,2+2+2+2,rdma,.128366633,2.786658197,.097973617,2.147723957,10.950243
2,8,tcp,.128366633,2.786658197,.091802035,2.942551497,17.257875
2,4+4,tcp,.128366633,2.786658197,.099024606,2.262972117,8.742842
2,4+4,rdma,.128366633,2.786658197,.097606560,2.020423166,10.758123
2,4+2+2,tcp,.128366633,2.786658197,.098192458,2.314267012,8.847766
2,4+2+2,rdma,.128366633,2.786658197,.096400813,3.505117541,12.897804
