cores,config,transport,dump,scp_s,filter,restore,exec
1,vanilla,0,0,0,0,.001455798,0
1,5+1+1+1,tcp,.205060866,2.800360552,.095520934,2.527308989,21.870601
1,5+1+1+1,rdma,.205060866,2.800360552,.096771026,7.952856184,35.434484
1,2+2+2+2,tcp,.205060866,2.800360552,.098197198,1.735280513,8.785622
1,2+2+2+2,rdma,.205060866,2.800360552,.096766659,3.655260691,21.251814
1,8,tcp,.205060866,2.800360552,.090379260,2.965686689,34.416794
1,4+4,tcp,.205060866,2.800360552,.096871997,2.279169368,17.393693
1,4+4,rdma,.205060866,2.800360552,.096844796,3.443908762,21.452621
1,4+2+2,tcp,.205060866,2.800360552,.095883765,2.360981058,17.068846
1,4+2+2,rdma,.205060866,2.800360552,.096749537,5.279047834,25.775933
