cores,config,transport,dump,scp_s,filter,restore,exec
3,vanilla,0,0,0,0,.001326655,0
3,5+1+1+1,tcp,.128201955,2.544182798,.096957887,2.378263589,7.958465
3,5+1+1+1,rdma,.128201955,2.544182798,.097374047,4.538034604,12.358349
3,2+2+2+2,tcp,.128201955,2.544182798,.096258036,1.338583860,4.559602
3,2+2+2+2,rdma,.128201955,2.544182798,.096633600,1.368813278,8.572493
3,8,tcp,.128201955,2.544182798,.092109213,2.960139115,11.592763
3,4+4,tcp,.128201955,2.544182798,.097596654,2.280149370,6.531441
3,4+4,rdma,.128201955,2.544182798,.099004251,2.021877316,8.001819
3,4+2+2,tcp,.128201955,2.544182798,.098278882,2.297771374,6.454937
3,4+2+2,rdma,.128201955,2.544182798,.097570845,2.055597002,8.552645
