cores,config,transport,dump,scp_s,filter,restore,exec
4,vanilla,0,0,0,0,.001307068,0
4,5+1+1+1+t,tcp,.086523229,2.805670006,.097677287,.619247610,2.662819
4,5+1+1+1+r,rdma,.086523229,2.805670006,.098145384,.736076113,4.065684
4,2+2+2+2+t,tcp,.086523229,2.805670006,.097958444,.585752518,2.016065
4,2+2+2+2+r,rdma,.086523229,2.805670006,.097044732,.658021845,3.020774
4,8,tcp,.086523229,2.805670006,.091805851,.081855680,4.044317
4,4+4+t,tcp,.086523229,2.805670006,.097351196,.610585345,2.046940
4,4+4+r,rdma,.086523229,2.805670006,.096764789,.631504866,2.681225
4,4+2+2+t,tcp,.086523229,2.805670006,.096698074,.616514503,2.064339
4,4+2+2+r,rdma,.086523229,2.805670006,.097995443,.651993260,3.256481
