cores,config,transport,dump,scp_s,filter,restore,exec
3,vanilla,0,0,0,0,.001405392,5.432465
3,5+1+1+1+t,tcp,.111002946,2.790515937,.098915734,.612074817,3.438562
3,5+1+1+1+r,rdma,.111002946,2.790515937,.097199329,.702441643,5.595237
3,2+2+2+2+t,tcp,.111002946,2.790515937,.097186846,.624105586,2.033033
3,2+2+2+2+r,rdma,.111002946,2.790515937,.096674275,.669230337,3.644345
3,8,tcp,.111002946,2.790515937,.092371588,.082396124,5.499338
3,4+4+t,tcp,.111002946,2.790515937,.098773576,.591003123,3.072210
3,4+4+r,rdma,.111002946,2.790515937,.098112478,.638350147,3.477077
3,4+2+2+t,tcp,.111002946,2.790515937,.097454667,.597803474,2.756102
3,4+2+2+r,rdma,.111002946,2.790515937,.096730632,.642346813,4.053159
