cores,config,transport,dump,scp_s,filter,restore,exec
32,vanilla,0,0,0,0,.001365107,66.655
32,64,local,.737726906,9.066306009,.411470118,3.377854850,66.466895
32,32+32,rdma,.737726906,9.066306009,.410455531,4.499055038,47.066470
32,32+32,tcp,.737726906,9.066306009,.408958856,4.165557114,47.625496
32,32+16+16,tcp,.737726906,9.066306009,.409935887,4.452343514,34.932014
32,22+21+21,tcp,.743626982,9.096682815,.412230461,4.605587186,33.742480
32,22+21+21,rdma,.743626982,9.096682815,.409604395,4.263914995,34.073629
32,16+16+16+16,tcp,.743626982,9.096682815,.410484917,4.446184485,30.562376
32,16+16+16+16,rdma,.743626982,9.096682815,.416948302,4.278003211,29.506757
32,34+10+10+10,tcp,.743626982,9.096682815,.411190928,4.446175264,30.857100
32,34+10+10+10,rdma,.743626982,9.096682815,.413271848,4.265735556,30.234976
