cores,config,transport,dump,scp_s,filter,restore,exec
4,vanilla,0,0,0,0,.001393543,271.389 
4,22+21+21,tcp,1.663509744,9.415798771,.416468577,4.149665370,99.080377
4,22+21+21,rdma,1.663509744,9.415798771,.416125072,4.567019189,119.421707
4,16+16+16+16,tcp,1.663509744,9.415798771,.416245489,4.488438273,73.884826
4,16+16+16+16,rdma,1.663509744,9.415798771,.418678392,4.502450907,89.516498
4,34+10+10+10,tcp,1.663509744,9.415798771,.419236057,4.436174724,73.521013
4,34+10+10+10,rdma,1.663509744,9.415798771,.418566975,4.563840896,91.287066
4,64,local,1.663509744,9.415798771,.414870642,3.286072455,275.249347
4,32+32,rdma,1.663509744,9.415798771,.420676470,4.483314924,151.092208
4,32+32,tcp,1.663509744,9.415798771,.421698029,4.479335879,141.418786
4,32+16+16,tcp,1.663509744,9.415798771,.417460075,4.444853632,142.187684
4,32+16+16,rdma,1.663509744,9.415798771,.418434766,4.534212987,150.476263
