cores,config,transport,dump,scp_s,filter,restore,exec
4,vanilla,0,0,0,0,.001247777,0
4,5+1+1+1+t,tcp,.098715813,2.788375257,.096222092,.617741785,2.646833
4,5+1+1+1+r,rdma,.098715813,2.788375257,.097044954,.689355709,4.136400
4,2+2+2+2+t,tcp,.098715813,2.788375257,.097816929,.589872431,2.016953
