config,init,dump_s,scp_s,filter_s,restore_s,exec_s
base,.070510221,.223540110,1.840377556,.092277658,1.699335506,34.999289
split4_4_tcp,.070510221,.223540110,1.840377556,.097510714,1.394310965,18.185805
split4_4_rdma,.070510221,.223540110,1.840377556,.097528637,1.367673639,18.109464
split4_2_2_tcp,.070510221,.223540110,1.840377556,.097891384,2.001175432,17.430235
split4_2_2_rdma,.070510221,.223540110,1.840377556,.096600298,1.674328822,17.485173
vanilla: 35.044392
