config,init,dump_s,scp_s,filter_s,restore_s,exec_s
base,.066459601,.229270552,1.822875707,.091646119,1.699690114,35.095458
split4_4_tcp,.066459601,.229270552,1.822875707,.097016805,1.388095939,17.732194
split4_4_rdma,.066459601,.229270552,1.822875707,.098084263,1.384069631,17.579028
split4_2_2_tcp,.066459601,.229270552,1.822875707,.097761431,1.943351768,17.793948
split4_2_2_rdma,.066459601,.229270552,1.822875707,.097220307,1.654898235,17.435543

vanilla: 35.044392
