cores,config,transport,dump,scp_s,filter,restore,exec
vanilla,0,0,0,0,.001271122,0
16,32+32,rdma,4.961382831,26.114263248,2.558460630,11.731656680,23.845231
16,32+32,tcp,4.961382831,26.114263248,2.651321407,11.886951724,24.797052
